User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Jim Walsh","Harrison Patel",Carer,"2021-10-06 01:44:45",92,Outgoing,61
"Jim Walsh","Ross Owen",Nurse,"2021-10-13 03:03:28",295,Incoming,41
"Jim Walsh","Ryan Turner",Carer,"2021-09-30 06:07:36",227,Incoming,69
"Jim Walsh","Joseph Murray",Carer,"2021-10-12 01:16:25",809,Incoming,9
"Jim Walsh","Suzanne Marshall",Nurse,"2021-09-30 11:01:20",338,Incoming,46
"Jim Walsh","Mary Taylor",Nurse,"2021-09-04 03:11:14",770,Outgoing,6
"Jim Walsh","Harrison Patel",Carer,"2021-09-28 02:58:58",177,Outgoing,25
"Jim Walsh","Lilly Stewart",Carer,"2021-09-18 12:38:46",766,Outgoing,72
"Jim Walsh","Joel Palmer",Carer,"2021-08-23 03:09:10",956,Outgoing,74
"Jim Walsh","Evelyn Thomas",Carer,"2021-09-15 11:07:51",245,Outgoing,58
"Jim Walsh","Evie Bailey",Carer,"2021-09-25 10:54:59",469,Outgoing,58
"Jim Walsh","George Anderson",Nurse,"2021-10-09 06:02:10",59,Outgoing,86
"Jim Walsh","Zachary Wilkinson",Carer,"2021-09-06 01:51:12",68,Incoming,75
"Jim Walsh","Michael Collins",Carer,"2021-08-26 07:32:30",435,Incoming,17
"Jim Walsh","Christopher Khan",Carer,"2021-10-09 03:40:14",830,Outgoing,19
"Jim Walsh","Kieran Wood",Carer,"2021-08-18 11:42:02",189,Incoming,10
"Jim Walsh","Joanne Ross",Nurse,"2021-09-23 03:20:03",703,Incoming,77
"Jim Walsh","Joanne Ross",Nurse,"2021-09-16 10:26:45",359,Incoming,71
"Jim Walsh","Christopher Khan",Carer,"2021-09-03 06:06:45",565,Incoming,50
"Jim Walsh","Nathan Bell",Nurse,"2021-09-17 07:55:30",489,Outgoing,20
"Jim Walsh","Mohammed Collins",Nurse,"2021-10-06 12:45:39",890,Outgoing,64
"Jim Walsh","Mary Taylor",Nurse,"2021-10-13 06:52:00",623,Outgoing,71
"Jim Walsh","Ross Owen",Nurse,"2021-09-14 06:51:28",858,Incoming,78
"Jim Walsh","Jasmine Mitchell",Nurse,"2021-10-11 11:46:38",340,Incoming,59
"Jim Walsh","Andrew Wood",Carer,"2021-08-28 01:50:04",942,Outgoing,59
"Jim Walsh","Jasmine Mitchell",Nurse,"2021-10-12 02:13:34",589,Outgoing,60
"Jim Walsh","Aiden Hunt",Nurse,"2021-10-10 04:20:21",802,Outgoing,93
"Jim Walsh","Barry Mason",Nurse,"2021-08-16 05:59:18",497,Incoming,56
"Jim Walsh","Lucas Wilson",Carer,"2021-09-12 09:01:27",902,Incoming,43
"Jim Walsh","Evelyn Thomas",Carer,"2021-09-24 07:02:24",803,Incoming,46
"Jim Walsh","Michael Collins",Carer,"2021-08-29 02:07:50",911,Incoming,67
"Jim Walsh","Dale Carter",Carer,"2021-09-21 12:43:49",12,Outgoing,12
"Jim Walsh","Ian Davies",Carer,"2021-09-22 05:20:09",194,Incoming,67
"Jim Walsh","Gordon Shaw",Nurse,"2021-10-11 12:24:01",64,Outgoing,4
"Jim Walsh","Zoe Wilkinson",Nurse,"2021-10-09 12:29:04",309,Incoming,98
"Jim Walsh","Alexandra Hughes",Nurse,"2021-09-01 12:42:29",461,Incoming,68
"Jim Walsh","Elliott Kelly",Nurse,"2021-08-17 12:09:52",966,Outgoing,11
"Jim Walsh","Millie Cooper",Carer,"2021-09-18 01:16:21",19,Outgoing,66
"Jim Walsh","Christopher Baker",Nurse,"2021-09-24 05:33:50",867,Incoming,37
"Jim Walsh","George Anderson",Nurse,"2021-08-18 09:40:29",457,Incoming,92
"Jim Walsh","Sasha Cox",Nurse,"2021-09-21 02:44:09",770,Outgoing,24
"Jim Walsh","Benjamin Murphy",Carer,"2021-09-07 09:59:06",121,Incoming,58
"Jim Walsh","Evelyn Thomas",Carer,"2021-10-03 02:59:39",939,Incoming,58
"Jim Walsh","Suzanne Allen",Nurse,"2021-09-17 01:37:07",491,Outgoing,30
"Jim Walsh","Sienna Campbell",Carer,"2021-10-02 10:10:42",23,Outgoing,66
"Jim Walsh","Mike Scott",Carer,"2021-10-14 06:01:35",614,Outgoing,37
"Jim Walsh","Elliott Griffiths",Carer,"2021-09-19 11:56:27",644,Outgoing,83
"Jim Walsh","Gordon Shaw",Nurse,"2021-09-30 07:49:23",490,Outgoing,24
"Jim Walsh","Lilly Stewart",Carer,"2021-10-01 04:19:34",506,Incoming,22
"Jim Walsh","Tyler Miller",Carer,"2021-08-22 06:05:12",152,Incoming,80
"Jim Walsh","Adrian Ross",Carer,"2021-10-15 09:16:54",185,Outgoing,40
"Jim Walsh","Graham Harris",Nurse,"2021-08-22 02:24:11",593,Incoming,74
"Jim Walsh","Summer Wright",Carer,"2021-08-15 05:15:09",674,Incoming,99
"Jim Walsh","Paula Stevens",Carer,"2021-10-05 01:52:46",897,Incoming,70
"Jim Walsh","Mohammed Collins",Nurse,"2021-09-10 06:29:00",799,Outgoing,49
"Jim Walsh","Joseph Murray",Carer,"2021-09-23 06:13:50",395,Outgoing,69
"Jim Walsh","Finley Hughes",Nurse,"2021-10-06 04:48:26",572,Incoming,59
"Jim Walsh","Sonia Griffiths",Nurse,"2021-08-29 02:03:22",375,Incoming,15
"Jim Walsh","Nathan Bell",Nurse,"2021-08-30 11:38:57",912,Incoming,100
"Jim Walsh","Mohammed Collins",Nurse,"2021-10-15 05:14:54",512,Incoming,65
"Jim Walsh","Graham Harris",Nurse,"2021-08-23 05:22:13",108,Outgoing,47
"Jim Walsh","Francesca Fox",Carer,"2021-10-09 08:23:00",260,Outgoing,60
"Jim Walsh","Mohammed Collins",Nurse,"2021-09-27 06:07:22",106,Outgoing,6
"Jim Walsh","Sienna Campbell",Carer,"2021-09-08 03:17:36",474,Outgoing,8
"Jim Walsh","Imogen Bell",Nurse,"2021-08-26 06:32:33",344,Incoming,62
"Jim Walsh","Ray Graham",Carer,"2021-10-09 12:13:58",657,Incoming,78
"Jim Walsh","Ryan Graham",Carer,"2021-10-07 09:45:11",411,Outgoing,35
"Jim Walsh","Gordon Kelly",Nurse,"2021-08-22 12:05:09",1,Incoming,8
"Jim Walsh","Gordon Kelly",Nurse,"2021-09-07 02:34:52",338,Incoming,6
"Jim Walsh","Reece Gray",Nurse,"2021-10-15 12:16:53",928,Incoming,24
"Jim Walsh","Reece Hill",Nurse,"2021-10-10 08:29:58",595,Incoming,57
"Jim Walsh","Graham Harris",Nurse,"2021-09-07 10:57:24",31,Outgoing,12
"Jim Walsh","Harrison Patel",Carer,"2021-10-02 07:23:05",577,Outgoing,29
"Jim Walsh","Alexa Watson",Carer,"2021-08-25 03:30:16",693,Outgoing,55
"Jim Walsh","Dale Carter",Carer,"2021-09-04 05:25:56",0,Incoming,10
"Jim Walsh","Kimberly Adams",Carer,"2021-09-13 05:48:08",182,Outgoing,87
"Jim Walsh","Samantha Reid",Carer,"2021-08-17 12:52:23",923,Incoming,67
"Jim Walsh","Alexa Watson",Carer,"2021-08-19 06:58:44",990,Outgoing,43
"Jim Walsh","Tony Ross",Nurse,"2021-10-10 03:42:21",78,Outgoing,43
"Jim Walsh","Summer Wright",Carer,"2021-10-02 01:18:20",720,Outgoing,46
"Jim Walsh","Yvonne Gray",Nurse,"2021-08-29 12:53:32",81,Outgoing,70
"Jim Walsh","Donna Robinson",Carer,"2021-08-21 08:42:33",945,Outgoing,42
"Jim Walsh","Evie Bailey",Carer,"2021-08-21 12:43:43",644,Incoming,65
"Jim Walsh","Rowena Stevens",Carer,"2021-10-09 03:05:01",518,Incoming,6
"Jim Walsh","Emma King",Nurse,"2021-10-15 01:08:06",2791,Incoming,57
"Jim Walsh","Graham Harris",Nurse,"2021-10-14 03:42:26",7631,Outgoing,10
"Jim Walsh","Becky Griffiths",Carer,"2021-10-15 05:21:05",9567,Incoming,94
"Jim Walsh","Reece Phillips",Nurse,"2021-10-15 02:57:39",1101,Incoming,13
"Jim Walsh","Evie Bailey",Carer,"2021-10-09 09:31:29",4829,Outgoing,49
"Jim Walsh","Lilly Stewart",Carer,"2021-10-16 06:45:14",1152,Incoming,71
"Jim Walsh","Sienna Campbell",Carer,"2021-10-11 03:40:00",1424,Outgoing,72
"Jim Walsh","Carole Hall",Carer,"2021-10-15 07:53:50",6918,Outgoing,96
"Jim Walsh","Samantha Reid",Carer,"2021-10-15 01:05:44",2711,Incoming,87
"Jim Walsh","Karl Bell",Nurse,"2021-10-10 12:51:49",3730,Incoming,51
"Jim Walsh","Finley Hughes",Nurse,"2021-10-14 08:46:24",630,Outgoing,63
"Jim Walsh","Emma King",Nurse,"2021-10-12 12:59:58",7534,Incoming,34
"Jim Walsh","Zoe Wilkinson",Nurse,"2021-10-10 06:06:13",4754,Outgoing,2
"Jim Walsh","Summer Wright",Carer,"2021-10-10 07:05:35",6541,Incoming,29
"Jim Walsh","Joanne Ross",Nurse,"2021-10-09 11:40:44",8196,Incoming,86
"Jim Walsh","Ian Davies",Carer,"2021-10-11 09:51:48",8790,Incoming,7
"Jim Walsh","Jasmine Mitchell",Nurse,"2021-10-13 10:10:59",7857,Outgoing,62
"Jim Walsh","Francesca Fox",Carer,"2021-10-11 12:44:43",113,Outgoing,84
"Jim Walsh","Graham Harris",Nurse,"2021-10-16 05:54:29",3668,Outgoing,13
"Jim Walsh","Jackson Jones",Carer,"2021-10-13 11:03:42",2552,Incoming,83
"Jim Walsh","Peter Hughes",Nurse,"2021-10-09 01:33:45",6387,Outgoing,23
"Jim Walsh","Reece Gray",Nurse,"2021-10-13 05:26:27",3300,Outgoing,5
"Jim Walsh","Chris Davis",Carer,"2021-10-10 05:01:16",9598,Incoming,9
"Jim Walsh","Graham Harris",Nurse,"2021-10-17 04:46:08",7818,Incoming,91
"Jim Walsh","Harvey Edwards",Nurse,"2021-10-12 09:56:13",8123,Incoming,68
"Jim Walsh","Erin Roberts",Nurse,"2021-10-10 11:31:39",1426,Outgoing,82
"Jim Walsh","Christopher Baker",Nurse,"2021-10-15 08:48:23",8936,Incoming,45
"Jim Walsh","Peter Hughes",Nurse,"2021-10-14 05:35:59",309,Outgoing,76
"Jim Walsh","Elizabeth Jones",Nurse,"2021-10-17 11:48:50",6715,Outgoing,57
"Jim Walsh","Nathan Bell",Nurse,"2021-10-12 04:38:23",310,Incoming,99
"Jim Walsh","Vicky Hughes",Carer,"2021-10-14 06:19:51",9758,Outgoing,34
"Jim Walsh","Ray Graham",Carer,"2021-10-09 06:03:16",2183,Outgoing,71
"Jim Walsh","Harrison Patel",Carer,"2021-10-14 03:19:05",5743,Outgoing,32
"Jim Walsh","Lilly Stewart",Carer,"2021-10-15 06:31:09",3442,Outgoing,73
"Jim Walsh","Tony Ross",Nurse,"2021-10-09 05:55:42",6466,Incoming,100
"Jim Walsh","Dale Carter",Carer,"2021-10-13 07:10:48",3399,Incoming,26
"Jim Walsh","Tyler Hughes",Carer,"2021-10-10 12:50:36",1067,Outgoing,71
"Jim Walsh","Reece Phillips",Nurse,"2021-10-12 10:53:02",3235,Outgoing,47
"Jim Walsh","Karl Bell",Nurse,"2021-10-17 04:10:56",2896,Incoming,80
"Jim Walsh","Lizzie Smith",Carer,"2021-10-16 04:40:20",7722,Outgoing,97
"Jim Walsh","Harry Ross",Carer,"2021-10-12 03:25:29",6683,Outgoing,53
"Jim Walsh","Sienna Campbell",Carer,"2021-10-12 01:39:16",7003,Incoming,24
"Jim Walsh","Harrison Patel",Carer,"2021-10-13 11:57:05",4121,Outgoing,42
"Jim Walsh","Kimberly Adams",Carer,"2021-10-10 02:57:43",6375,Incoming,34
"Jim Walsh","Tony Ross",Nurse,"2021-10-13 09:14:24",374,Outgoing,68
"Jim Walsh","Millie Cooper",Carer,"2021-10-09 09:52:18",9608,Incoming,31
"Jim Walsh","Vicky Hughes",Carer,"2021-10-14 12:38:08",1742,Incoming,62
"Jim Walsh","Evelyn Evans",Nurse,"2021-10-10 10:56:58",3890,Outgoing,27
"Jim Walsh","Bruce James",Nurse,"2021-10-10 06:28:16",878,Outgoing,66
"Jim Walsh","Bruce James",Nurse,"2021-10-14 07:30:18",2978,Incoming,70
"Jim Walsh","Sonia Young",Nurse,"2021-10-08 07:15:19",5043,Incoming,86
"Jim Walsh","Alexa Watson",Carer,"2021-10-16 12:34:46",5646,Outgoing,55
"Jim Walsh","Samantha Reid",Carer,"2021-10-09 02:48:15",9116,Incoming,52
"Jim Walsh","Reece Gray",Nurse,"2021-10-11 05:24:06",543,Outgoing,59
"Jim Walsh","Joseph Murray",Carer,"2021-10-12 12:25:40",2805,Incoming,44
"Jim Walsh","Alexa Watson",Carer,"2021-10-14 07:37:53",8525,Incoming,84
"Jim Walsh","Evie Bailey",Carer,"2021-10-11 06:00:38",1560,Outgoing,79
"Jim Walsh","Muhammad Gray",Carer,"2021-10-15 12:33:10",2170,Outgoing,70
"Jim Walsh","Karl Davis",Nurse,"2021-10-16 08:50:11",5585,Incoming,29
"Jim Walsh","Bruce James",Nurse,"2021-10-09 06:43:29",7797,Outgoing,64
"Jim Walsh","Tony Ross",Nurse,"2021-10-09 08:06:44",3437,Incoming,65
"Jim Walsh","Tara Watson",Nurse,"2021-10-08 01:20:18",5164,Incoming,39
"Jim Walsh","Elliott Griffiths",Carer,"2021-10-15 08:42:09",8222,Outgoing,98
"Jim Walsh","Elsie Rogers",Nurse,"2021-10-13 07:18:04",2238,Incoming,62
"Jim Walsh","Dale Carter",Carer,"2021-10-15 07:41:02",8026,Incoming,67
"Jim Walsh","Muhammad Gray",Carer,"2021-10-16 10:58:04",6033,Outgoing,29
"Jim Walsh","Evie Bailey",Carer,"2021-10-13 05:07:50",3457,Outgoing,54
"Jim Walsh","Beth Clark",Carer,"2021-10-12 02:53:52",8995,Outgoing,79
"Jim Walsh","Aiden Hunt",Nurse,"2021-10-08 09:19:11",6337,Incoming,69
"Jim Walsh","Steve Saunders",Carer,"2021-10-14 12:44:03",5457,Outgoing,11
"Jim Walsh","Muhammad Gray",Carer,"2021-10-13 12:45:00",9683,Outgoing,21
"Jim Walsh","Harrison Patel",Carer,"2021-10-08 03:50:48",8413,Incoming,7
"Jim Walsh","Imogen Bell",Nurse,"2021-10-08 09:54:28",5727,Outgoing,20
"Jim Walsh","Jessica Lewis",Nurse,"2021-10-11 11:08:15",1862,Outgoing,88
"Jim Walsh","Joseph Murray",Carer,"2021-10-11 11:27:57",563,Outgoing,54
"Jim Walsh","Carole Hall",Carer,"2021-10-09 09:19:21",8052,Incoming,71
"Jim Walsh","Bruce James",Nurse,"2021-10-14 01:54:37",6555,Outgoing,67
"Jim Walsh","Elsie Rogers",Nurse,"2021-10-13 06:20:08",7896,Outgoing,72
"Jim Walsh","Elliott Griffiths",Carer,"2021-10-16 10:03:31",6019,Incoming,20
"Jim Walsh","Chris Davis",Carer,"2021-10-17 09:34:09",1512,Incoming,11
"Jim Walsh","Lizzie Smith",Carer,"2021-10-09 11:14:49",2291,Incoming,55
"Jim Walsh","Jason Kennedy",Carer,"2021-10-17 08:44:43",9542,Outgoing,87
"Jim Walsh","Reece Hill",Nurse,"2021-10-16 08:20:11",1114,Outgoing,83
"Jim Walsh","Max Butler",Nurse,"2021-10-08 03:58:06",1378,Incoming,18
"Jim Walsh","Ray Graham",Carer,"2021-10-09 09:52:05",2372,Outgoing,28
"Jim Walsh","Lizzie Smith",Carer,"2021-10-15 08:21:14",2421,Outgoing,9
"Jim Walsh","Reece Gray",Nurse,"2021-10-14 02:26:34",4684,Outgoing,11
"Jim Walsh","Andrew Wood",Carer,"2021-10-09 08:12:33",8433,Outgoing,92
"Jim Walsh","Beth Clark",Carer,"2021-10-16 12:35:06",2796,Incoming,92
"Jim Walsh","Quentin Collins",Nurse,"2021-10-16 04:57:07",9392,Outgoing,16
"Jim Walsh","Quentin Morgan",Nurse,"2021-10-16 06:10:56",3396,Incoming,7
"Jim Walsh","Becky Griffiths",Carer,"2021-10-08 09:06:09",1281,Outgoing,14
"Jim Walsh","Harrison Patel",Carer,"2021-10-10 01:12:55",8149,Outgoing,80
"Jim Walsh","Emma King",Nurse,"2021-10-17 10:43:58",5941,Outgoing,69
"Will Jones","Barry Mason",Nurse,"2021-10-15 06:20:52",938,Incoming,48
"Will Jones","Dale Carter",Carer,"2021-08-23 12:18:34",940,Outgoing,34
"Will Jones","Jamie Mason",Nurse,"2021-08-30 08:59:31",95,Incoming,78
"Will Jones","Alexandra Hughes",Nurse,"2021-09-20 06:57:53",829,Incoming,67
"Will Jones","Evelyn Thomas",Carer,"2021-09-10 04:17:30",611,Outgoing,94
"Will Jones","Christopher Baker",Nurse,"2021-10-08 03:07:43",4,Incoming,78
"Will Jones","Jackson Jones",Carer,"2021-09-17 12:36:21",599,Outgoing,89
"Will Jones","Reece Phillips",Nurse,"2021-09-03 10:55:45",954,Incoming,60
"Will Jones","Adrian Ross",Carer,"2021-09-06 03:59:46",77,Outgoing,68
"Will Jones","Beth Clark",Carer,"2021-09-26 12:27:20",230,Outgoing,29
"Will Jones","Max Butler",Nurse,"2021-10-14 12:31:13",525,Outgoing,16
"Will Jones","Millie Cooper",Carer,"2021-08-24 08:06:48",307,Outgoing,86
"Will Jones","Carole Hall",Carer,"2021-08-24 09:41:57",946,Outgoing,21
"Will Jones","Graham Harris",Nurse,"2021-10-10 06:22:24",220,Incoming,92
"Will Jones","Jasmine Mitchell",Nurse,"2021-08-23 02:17:36",931,Outgoing,72
"Will Jones","Kimberly Adams",Carer,"2021-10-03 03:56:53",857,Outgoing,58
"Will Jones","Erin Roberts",Nurse,"2021-10-01 10:16:04",296,Incoming,40
"Will Jones","Jessica Lewis",Nurse,"2021-09-03 12:01:11",976,Incoming,77
"Will Jones","Karl Davis",Nurse,"2021-09-09 08:08:44",898,Incoming,45
"Will Jones","Gordon Shaw",Nurse,"2021-09-02 03:57:47",202,Incoming,35
"Will Jones","Paula Stevens",Carer,"2021-08-17 09:45:45",80,Outgoing,36
"Will Jones","Ross Owen",Nurse,"2021-09-18 05:19:01",480,Outgoing,86
"Will Jones","Francesca Fox",Carer,"2021-09-28 11:47:43",351,Outgoing,24
"Will Jones","Elizabeth Jones",Nurse,"2021-09-17 01:29:26",487,Outgoing,24
"Will Jones","Elizabeth Jones",Nurse,"2021-08-19 05:07:06",747,Incoming,49
"Will Jones","Jason Kennedy",Carer,"2021-08-24 06:31:33",97,Outgoing,38
"Will Jones","Zachary Wilkinson",Carer,"2021-09-02 02:05:45",174,Outgoing,15
"Will Jones","George Anderson",Nurse,"2021-08-26 01:25:34",172,Outgoing,44
"Will Jones","Bruce James",Nurse,"2021-09-10 10:00:55",808,Outgoing,44
"Will Jones","Dale Carter",Carer,"2021-09-21 08:26:08",178,Incoming,100
"Will Jones","Reece Phillips",Nurse,"2021-09-06 06:25:00",694,Incoming,15
"Will Jones","Donna Robinson",Carer,"2021-08-30 05:37:22",92,Incoming,86
"Will Jones","Rowena Stevens",Carer,"2021-09-25 01:39:34",708,Incoming,87
"Will Jones","Jessica Lewis",Nurse,"2021-10-10 05:48:46",229,Outgoing,22
"Will Jones","Nathan Bell",Nurse,"2021-08-20 01:30:31",673,Outgoing,67
"Will Jones","Reece Hill",Nurse,"2021-09-16 05:13:09",405,Incoming,65
"Will Jones","Abbie Holmes",Nurse,"2021-08-30 06:33:20",479,Outgoing,59
"Will Jones","Samantha Reid",Carer,"2021-09-03 08:29:40",972,Outgoing,53
"Will Jones","Yvonne Gray",Nurse,"2021-10-11 10:20:37",612,Outgoing,91
"Will Jones","Ryan Graham",Carer,"2021-10-11 08:10:49",684,Incoming,70
"Will Jones","Jamie Mason",Nurse,"2021-10-12 01:59:01",230,Outgoing,49
"Will Jones","Chris Davis",Carer,"2021-08-22 02:57:52",179,Incoming,53
"Will Jones","Harry Ross",Carer,"2021-08-21 07:37:36",680,Incoming,70
"Will Jones","Bruce James",Nurse,"2021-09-05 07:22:08",243,Incoming,55
"Will Jones","Quentin Morgan",Nurse,"2021-08-17 06:43:51",902,Outgoing,64
"Will Jones","Carole Hall",Carer,"2021-09-03 03:32:50",628,Outgoing,37
"Will Jones","Jake Young",Nurse,"2021-09-27 12:03:19",220,Outgoing,50
"Will Jones","Vicky Hughes",Carer,"2021-10-10 10:14:15",589,Outgoing,8
"Will Jones","Suzanne Marshall",Nurse,"2021-10-04 09:25:37",314,Outgoing,58
"Will Jones","Emma King",Nurse,"2021-08-27 10:25:35",469,Outgoing,89
"Will Jones","Summer Wright",Carer,"2021-09-23 03:22:29",272,Outgoing,93
"Will Jones","Stefan James",Nurse,"2021-09-25 06:07:09",380,Outgoing,86
"Will Jones","Zoe Wilkinson",Nurse,"2021-08-20 11:32:46",347,Incoming,74
"Will Jones","Evelyn Thomas",Carer,"2021-09-26 07:33:09",519,Outgoing,21
"Will Jones","Zoe Wilkinson",Nurse,"2021-09-01 07:44:12",749,Outgoing,85
"Will Jones","Elliott Griffiths",Carer,"2021-10-14 08:40:24",927,Outgoing,45
"Will Jones","Barry Mason",Nurse,"2021-08-19 05:53:48",293,Incoming,96
"Will Jones","Gavin Knight",Carer,"2021-09-04 10:26:58",543,Incoming,37
"Will Jones","Tony Ross",Nurse,"2021-09-07 06:47:48",228,Outgoing,45
"Will Jones","Elliott Griffiths",Carer,"2021-10-14 08:48:34",337,Outgoing,5
"Will Jones","George Anderson",Nurse,"2021-09-14 05:21:40",899,Outgoing,18
"Will Jones","Becky Richardson",Carer,"2021-09-28 10:00:55",778,Outgoing,73
"Will Jones","Jasmine Mitchell",Nurse,"2021-09-16 01:47:46",966,Outgoing,34
"Will Jones","Donna Robinson",Carer,"2021-10-04 04:58:47",824,Outgoing,10
"Will Jones","Aiden Hunt",Nurse,"2021-09-23 06:10:48",868,Outgoing,62
"Will Jones","Tara Watson",Nurse,"2021-10-12 05:24:38",863,Outgoing,82
"Will Jones","Francesca Fox",Carer,"2021-08-21 05:51:16",125,Outgoing,5
"Will Jones","Dale Carter",Carer,"2021-09-05 11:35:36",518,Incoming,53
"Will Jones","Reece Gray",Nurse,"2021-09-05 08:11:44",146,Incoming,49
"Will Jones","Charlotte Harris",Carer,"2021-08-24 09:50:33",844,Incoming,23
"Will Jones","Ian Davies",Carer,"2021-10-05 07:28:37",171,Outgoing,2
"Will Jones","Harvey Edwards",Nurse,"2021-09-28 12:37:50",379,Incoming,99
"Will Jones","Quentin Collins",Nurse,"2021-10-06 01:21:10",328,Outgoing,23
"Will Jones","Suzanne Marshall",Nurse,"2021-10-02 10:06:37",506,Outgoing,30
"Will Jones","Evie Bailey",Carer,"2021-08-23 04:57:09",275,Outgoing,20
"Will Jones","Muhammad Gray",Carer,"2021-09-14 04:23:55",537,Incoming,96
"Will Jones","Carole Hall",Carer,"2021-08-28 05:49:26",516,Incoming,88
"Will Jones","Suzanne Allen",Nurse,"2021-09-26 03:33:32",143,Outgoing,0
"Will Jones","Gordon Kelly",Nurse,"2021-09-28 09:19:31",387,Outgoing,8
"Will Jones","Sienna Campbell",Carer,"2021-08-22 11:25:08",100,Outgoing,74
"Will Jones","Karl Bell",Nurse,"2021-09-11 10:43:46",760,Incoming,85
"Will Jones","Tony Ross",Nurse,"2021-09-19 08:10:26",382,Incoming,17
"Will Jones","Barry Mason",Nurse,"2021-09-10 12:18:35",106,Incoming,79
"Will Jones","Nathan Bell",Nurse,"2021-09-25 08:28:37",620,Incoming,34
"Will Jones","Vicky Hughes",Carer,"2021-09-17 08:48:05",338,Outgoing,37
"Will Jones","Jennifer Cooper",Carer,"2021-09-02 06:53:24",1,Incoming,75
"Will Jones","Ryan Graham",Carer,"2021-08-17 07:01:47",254,Incoming,47
"Will Jones","Andrew Wood",Carer,"2021-10-04 05:22:33",857,Incoming,75
"Will Jones","Gavin Knight",Carer,"2021-10-13 04:21:59",689,Outgoing,13
"Will Jones","Graham Harris",Nurse,"2021-09-27 07:41:15",807,Incoming,48
"Will Jones","Francesca Fox",Carer,"2021-10-10 04:33:17",48,Incoming,59
"Will Jones","Kimberly Adams",Carer,"2021-09-02 12:41:07",252,Outgoing,84
"Will Jones","Sonia Young",Nurse,"2021-09-08 04:39:22",326,Incoming,2
"Will Jones","Abbie Holmes",Nurse,"2021-09-22 08:22:08",965,Incoming,70
"Will Jones","Reece Hill",Nurse,"2021-10-07 02:05:57",245,Outgoing,82
"Will Jones","Harrison Patel",Carer,"2021-08-16 04:41:45",217,Incoming,55
"Will Jones","Dale Carter",Carer,"2021-09-09 10:59:34",572,Incoming,44
"Will Jones","Barry Mason",Nurse,"2021-10-04 07:43:19",98,Outgoing,60
"Will Jones","Nathan Bell",Nurse,"2021-09-05 09:59:44",967,Outgoing,0
"Will Jones","Quentin Collins",Nurse,"2021-09-01 04:43:22",151,Outgoing,5
"Will Jones","Jessica Lewis",Nurse,"2021-10-13 09:55:24",898,Incoming,71
"Will Jones","Vicky Hughes",Carer,"2021-10-03 01:48:12",281,Outgoing,11
"Will Jones","Elsie Rogers",Nurse,"2021-09-12 03:22:30",908,Outgoing,78
"Will Jones","Vicky Hughes",Carer,"2021-09-01 02:07:01",191,Outgoing,97
"Will Jones","Dale Carter",Carer,"2021-09-12 05:36:36",489,Incoming,38
"Will Jones","Quentin Collins",Nurse,"2021-10-09 07:52:13",163,Incoming,51
"Will Jones","Abbie Holmes",Nurse,"2021-10-15 01:46:06",272,Outgoing,77
"Will Jones","Abbie Holmes",Nurse,"2021-10-11 12:45:50",975,Outgoing,0
"Will Jones","Evie Bailey",Carer,"2021-10-11 07:08:26",376,Outgoing,75
"Will Jones","Francesca Fox",Carer,"2021-09-27 09:57:06",835,Outgoing,17
"Will Jones","Becky Richardson",Carer,"2021-09-05 08:57:29",283,Outgoing,38
"Will Jones","Elliott Griffiths",Carer,"2021-10-07 06:25:58",197,Outgoing,23
"Will Jones","Jason Kennedy",Carer,"2021-08-25 12:31:57",143,Outgoing,12
"Will Jones","Alexandra Hughes",Nurse,"2021-08-22 08:26:37",346,Outgoing,89
"Will Jones","Mohammed Collins",Nurse,"2021-10-05 07:48:14",744,Outgoing,88
"Will Jones","Alexandra Hughes",Nurse,"2021-09-22 10:39:18",244,Incoming,15
"Will Jones","Benjamin Murphy",Carer,"2021-09-16 08:58:31",672,Incoming,2
"Will Jones","Jake Young",Nurse,"2021-09-26 12:27:10",92,Incoming,88
"Will Jones","Harrison Patel",Carer,"2021-09-30 06:23:36",18,Incoming,77
"Will Jones","Christopher Khan",Carer,"2021-09-19 07:57:09",979,Incoming,21
"Will Jones","Jennifer Cooper",Carer,"2021-10-04 08:34:25",271,Incoming,68
"Will Jones","Carole Hall",Carer,"2021-08-18 11:32:37",193,Incoming,83
"Will Jones","Finley Hughes",Nurse,"2021-09-03 10:52:55",657,Outgoing,81
"Will Jones","Tyler Miller",Carer,"2021-08-22 12:00:20",321,Outgoing,60
"Will Jones","Elizabeth Jones",Nurse,"2021-09-16 02:34:09",154,Incoming,26
"Will Jones","Evie Bailey",Carer,"2021-09-14 04:14:24",593,Incoming,97
"Will Jones","Muhammad Gray",Carer,"2021-09-15 03:28:38",616,Outgoing,59
"Will Jones","Evelyn Thomas",Carer,"2021-09-02 11:11:47",329,Outgoing,51
"Will Jones","Karl Bell",Nurse,"2021-08-16 03:39:45",487,Outgoing,84
"Will Jones","Grace Walker",Nurse,"2021-08-23 12:38:35",530,Incoming,27
"Will Jones","Abbie Holmes",Nurse,"2021-09-25 07:56:01",750,Incoming,90
"Will Jones","Reece Hill",Nurse,"2021-10-13 02:43:25",849,Outgoing,81
"Will Jones","Lucas Wilson",Carer,"2021-08-17 04:52:53",198,Outgoing,35
"Will Jones","Harry Ross",Carer,"2021-10-12 06:34:20",803,Outgoing,32
"Will Jones","Andrew Wood",Carer,"2021-09-29 09:15:50",698,Outgoing,12
